type,date_heure,production_kw,valeur_meteo,ville,temperature_c,statut
solaire,2026-01-07 07:17:22,0.97,162,Marseille,20,actif
eolien,2026-01-07 07:17:22,8,51,Marseille,17,actif
hydraulique,2026-01-07 07:17:22,4.8,12,Marseille,18,actif
solaire,2026-01-07 08:17:22,2.01,335,Aix-en-Provence,18,actif
eolien,2026-01-07 08:17:22,2.58,34,Aix-en-Provence,18,actif
hydraulique,2026-01-07 08:17:22,4.8,12,Aix-en-Provence,21,actif
solaire,2026-01-07 08:17:22,1.99,331,Marseille,20,actif
eolien,2026-01-07 08:17:22,1.49,30,Marseille,20,actif
hydraulique,2026-01-07 08:17:22,4.8,12,Marseille,19,actif
solaire,2026-01-07 09:17:22,2.91,485,Aix-en-Provence,19,actif
eolien,2026-01-07 09:17:22,0.01,13,Aix-en-Provence,19,actif
hydraulique,2026-01-07 09:17:22,4.8,12,Aix-en-Provence,21,actif
solaire,2026-01-07 09:17:22,3.17,528,Marseille,20,actif
eolien,2026-01-07 09:17:22,6.71,43,Marseille,21,actif
hydraulique,2026-01-07 09:17:22,4.8,12,Marseille,21,actif
solaire,2026-01-07 10:17:22,4.2,700,Aix-en-Provence,22,actif
eolien,2026-01-07 10:17:22,0.92,27,Aix-en-Provence,21,actif
hydraulique,2026-01-07 10:17:22,4.8,12,Aix-en-Provence,22,actif
solaire,2026-01-07 10:17:22,4.03,671,Marseille,22,actif
eolien,2026-01-07 10:17:22,0.1,18,Marseille,24,actif
hydraulique,2026-01-07 10:17:22,4.8,12,Marseille,23,actif
solaire,2026-01-07 11:17:22,4.43,739,Aix-en-Provence,23,actif
eolien,2026-01-07 11:17:22,6.11,42,Aix-en-Provence,20,actif
hydraulique,2026-01-07 11:17:22,4.8,12,Aix-en-Provence,23,actif
solaire,2026-01-07 11:17:22,4.18,697,Marseille,24,actif
eolien,2026-01-07 11:17:22,8,46,Marseille,22,actif
hydraulique,2026-01-07 11:17:22,4.8,12,Marseille,24,actif
solaire,2026-01-07 12:17:22,4.99,832,Aix-en-Provence,24,actif
eolien,2026-01-07 12:17:22,0.0,11,Aix-en-Provence,24,actif
hydraulique,2026-01-07 12:17:22,4.8,12,Aix-en-Provence,22,actif
solaire,2026-01-07 12:17:22,5.18,863,Marseille,23,actif
eolien,2026-01-07 12:17:22,8,45,Marseille,22,actif
hydraulique,2026-01-07 12:17:22,4.8,12,Marseille,23,actif
solaire,2026-01-07 13:17:22,4.68,780,Aix-en-Provence,23,actif
eolien,2026-01-07 13:17:22,6.11,42,Aix-en-Provence,25,actif
hydraulique,2026-01-07 13:17:22,4.8,12,Aix-en-Provence,23,actif
solaire,2026-01-07 13:17:22,4.63,771,Marseille,24,actif
eolien,2026-01-07 13:17:22,0.02,15,Marseille,26,actif
hydraulique,2026-01-07 13:17:22,4.8,12,Marseille,25,actif
solaire,2026-01-07 14:17:22,4.84,807,Aix-en-Provence,25,actif
eolien,2026-01-07 14:17:22,3.28,36,Aix-en-Provence,25,actif
hydraulique,2026-01-07 14:17:22,4.8,12,Aix-en-Provence,23,actif
solaire,2026-01-07 14:17:22,4.53,755,Marseille,22,actif
eolien,2026-01-07 14:17:22,3.28,36,Marseille,25,actif
hydraulique,2026-01-07 14:17:22,4.8,12,Marseille,25,actif
solaire,2026-01-07 15:17:22,4.41,735,Aix-en-Provence,24,actif
eolien,2026-01-07 15:17:22,0.02,15,Aix-en-Provence,26,actif
hydraulique,2026-01-07 15:17:22,4.8,12,Aix-en-Provence,24,actif
solaire,2026-01-07 15:17:22,3.96,660,Marseille,26,actif
eolien,2026-01-07 15:17:22,0.01,13,Marseille,26,actif
hydraulique,2026-01-07 15:17:22,4.8,12,Marseille,23,actif
solaire,2026-01-07 16:17:22,3.51,585,Aix-en-Provence,24,actif
eolien,2026-01-07 16:17:22,0.76,26,Aix-en-Provence,23,actif
hydraulique,2026-01-07 16:17:22,4.8,12,Aix-en-Provence,25,actif
solaire,2026-01-07 16:17:22,3.7,617,Marseille,24,actif
eolien,2026-01-07 16:17:22,0.06,17,Marseille,25,actif
hydraulique,2026-01-07 16:17:22,4.8,12,Marseille,26,actif
solaire,2026-01-07 17:17:22,3.19,531,Aix-en-Provence,25,actif
eolien,2026-01-07 17:17:22,8,51,Aix-en-Provence,23,actif
hydraulique,2026-01-07 17:17:22,4.8,12,Aix-en-Provence,26,actif
solaire,2026-01-07 17:17:22,3.3,550,Marseille,25,actif
eolien,2026-01-07 17:17:22,8,57,Marseille,26,actif
hydraulique,2026-01-07 17:17:22,4.8,12,Marseille,24,actif
solaire,2026-01-07 18:17:22,1.91,318,Aix-en-Provence,22,actif
eolien,2026-01-07 18:17:22,8,49,Aix-en-Provence,22,actif
hydraulique,2026-01-07 18:17:22,4.8,12,Aix-en-Provence,24,actif
solaire,2026-01-07 18:17:22,2.12,354,Marseille,23,actif
eolien,2026-01-07 18:17:22,8,55,Marseille,24,actif
hydraulique,2026-01-07 18:17:22,4.8,12,Marseille,24,actif
solaire,2026-01-07 19:17:22,1.09,182,Aix-en-Provence,25,actif
eolien,2026-01-07 19:17:22,0.51,24,Aix-en-Provence,25,actif
hydraulique,2026-01-07 19:17:22,4.8,12,Aix-en-Provence,24,actif
solaire,2026-01-07 19:17:22,1.13,189,Marseille,23,actif
eolien,2026-01-07 19:17:22,1.28,29,Marseille,22,actif
hydraulique,2026-01-07 19:17:22,4.8,12,Marseille,24,actif
solaire,2026-01-07 20:17:22,0,0,Aix-en-Provence,22,actif
eolien,2026-01-07 20:17:22,3.67,37,Aix-en-Provence,24,actif
hydraulique,2026-01-07 20:17:22,4.8,12,Aix-en-Provence,24,actif
solaire,2026-01-07 20:17:22,0,0,Marseille,25,actif
eolien,2026-01-07 20:17:22,8,54,Marseille,24,actif
hydraulique,2026-01-07 20:17:22,4.8,12,Marseille,23,actif
solaire,2026-01-07 21:17:22,0,0,Aix-en-Provence,23,actif
eolien,2026-01-07 21:17:22,8,49,Aix-en-Provence,21,actif
hydraulique,2026-01-07 21:17:22,4.8,12,Aix-en-Provence,21,actif
solaire,2026-01-07 21:17:22,0,0,Marseille,22,actif
eolien,2026-01-07 21:17:22,1.49,30,Marseille,22,actif
hydraulique,2026-01-07 21:17:22,4.8,12,Marseille,22,actif
solaire,2026-01-07 22:17:22,0,0,Aix-en-Provence,21,actif
eolien,2026-01-07 22:17:22,8,49,Aix-en-Provence,22,actif
hydraulique,2026-01-07 22:17:22,4.8,12,Aix-en-Provence,21,actif
solaire,2026-01-07 22:17:22,0,0,Marseille,23,actif
eolien,2026-01-07 22:17:22,0.01,13,Marseille,23,actif
hydraulique,2026-01-07 22:17:22,4.8,12,Marseille,21,actif
solaire,2026-01-07 23:17:22,0,0,Aix-en-Provence,23,actif
eolien,2026-01-07 23:17:22,8,58,Aix-en-Provence,21,actif
hydraulique,2026-01-07 23:17:22,4.8,12,Aix-en-Provence,22,actif
solaire,2026-01-07 23:17:22,0,0,Marseille,20,actif
eolien,2026-01-07 23:17:22,0,10,Marseille,21,actif
hydraulique,2026-01-07 23:17:22,4.8,12,Marseille,22,actif
solaire,2026-01-08 00:17:22,0,0,Aix-en-Provence,10,actif
eolien,2026-01-08 00:17:22,0.04,16,Aix-en-Provence,9,actif
hydraulique,2026-01-08 00:17:22,4.8,12,Aix-en-Provence,11,actif
solaire,2026-01-08 00:17:22,0,0,Marseille,9,actif
eolien,2026-01-08 00:17:22,8,57,Marseille,8,actif
hydraulique,2026-01-08 00:17:22,4.8,12,Marseille,8,actif
solaire,2026-01-08 01:17:22,0,0,Aix-en-Provence,9,actif
eolien,2026-01-08 01:17:22,1.73,31,Aix-en-Provence,10,actif
hydraulique,2026-01-08 01:17:22,4.8,12,Aix-en-Provence,9,actif
solaire,2026-01-08 01:17:22,0,0,Marseille,10,actif
eolien,2026-01-08 01:17:22,0.92,27,Marseille,10,actif
hydraulique,2026-01-08 01:17:22,4.8,12,Marseille,10,actif
solaire,2026-01-08 02:17:22,0,0,Aix-en-Provence,12,actif
eolien,2026-01-08 02:17:22,8,57,Aix-en-Provence,12,actif
hydraulique,2026-01-08 02:17:22,4.8,12,Aix-en-Provence,10,actif
solaire,2026-01-08 02:17:22,0,0,Marseille,14,actif
eolien,2026-01-08 02:17:22,0.0,12,Marseille,11,actif
hydraulique,2026-01-08 02:17:22,4.8,12,Marseille,11,actif
solaire,2026-01-08 03:17:22,0,0,Aix-en-Provence,15,actif
eolien,2026-01-08 03:17:22,0.0,12,Aix-en-Provence,13,actif
hydraulique,2026-01-08 03:17:22,4.8,12,Aix-en-Provence,15,actif
solaire,2026-01-08 03:17:22,0,0,Marseille,14,actif
eolien,2026-01-08 03:17:22,2.27,33,Marseille,12,actif
hydraulique,2026-01-08 03:17:22,4.8,12,Marseille,11,actif
solaire,2026-01-08 04:17:22,0,0,Aix-en-Provence,13,actif
eolien,2026-01-08 04:17:22,8,47,Aix-en-Provence,16,actif
hydraulique,2026-01-08 04:17:22,4.8,12,Aix-en-Provence,13,actif
solaire,2026-01-08 04:17:22,0,0,Marseille,15,actif
eolien,2026-01-08 04:17:22,3.67,37,Marseille,16,actif
hydraulique,2026-01-08 04:17:22,4.8,12,Marseille,15,actif
solaire,2026-01-08 05:17:22,0,0,Aix-en-Provence,15,actif
eolien,2026-01-08 05:17:22,7.33,44,Aix-en-Provence,15,actif
hydraulique,2026-01-08 05:17:22,4.8,12,Aix-en-Provence,16,actif
solaire,2026-01-08 05:17:22,0,0,Marseille,17,actif
eolien,2026-01-08 05:17:22,0.02,15,Marseille,14,actif
hydraulique,2026-01-08 05:17:22,4.8,12,Marseille,18,actif
solaire,2026-01-08 06:17:22,0,0,Aix-en-Provence,17,actif
eolien,2026-01-08 06:17:22,8,55,Aix-en-Provence,17,actif
hydraulique,2026-01-08 06:17:22,4.8,12,Aix-en-Provence,15,actif
solaire,2026-01-08 06:17:22,0,0,Marseille,18,actif
eolien,2026-01-08 06:17:22,0.02,15,Marseille,17,actif
hydraulique,2026-01-08 06:17:22,4.8,12,Marseille,15,actif
solaire,2026-01-08 07:17:22,1.04,174,Aix-en-Provence,17,actif
eolien,2026-01-08 07:17:22,5.04,40,Aix-en-Provence,18,actif
hydraulique,2026-01-08 07:17:22,4.8,12,Aix-en-Provence,18,actif
solaire,2026-01-08 07:17:22,1.18,197,Marseille,18,actif
eolien,2026-01-08 07:17:22,7.33,44,Marseille,20,actif
hydraulique,2026-01-08 07:17:22,4.8,12,Marseille,19,actif
solaire,2026-01-08 08:17:22,1.93,321,Aix-en-Provence,20,actif
eolien,2026-01-08 08:17:22,2.58,34,Aix-en-Provence,20,actif
hydraulique,2026-01-08 08:17:22,4.8,12,Aix-en-Provence,20,actif
solaire,2026-01-08 08:17:22,2.03,339,Marseille,20,actif
eolien,2026-01-08 08:17:22,8,51,Marseille,19,actif
hydraulique,2026-01-08 08:17:22,4.8,12,Marseille,20,actif
solaire,2026-01-08 09:17:22,2.89,481,Aix-en-Provence,20,actif
eolien,2026-01-08 09:17:22,8,50,Aix-en-Provence,21,actif
hydraulique,2026-01-08 09:17:22,4.8,12,Aix-en-Provence,22,actif
solaire,2026-01-08 09:17:22,3.26,544,Marseille,19,actif
eolien,2026-01-08 09:17:22,0.51,24,Marseille,20,actif
hydraulique,2026-01-08 09:17:22,4.8,12,Marseille,19,actif
solaire,2026-01-08 10:17:22,3.5,584,Aix-en-Provence,20,actif
eolien,2026-01-08 10:17:22,1.99,32,Aix-en-Provence,23,actif
hydraulique,2026-01-08 10:17:22,4.8,12,Aix-en-Provence,21,actif
solaire,2026-01-08 10:17:22,4.13,689,Marseille,20,actif
eolien,2026-01-08 10:17:22,0.0,11,Marseille,20,actif
hydraulique,2026-01-08 10:17:22,4.8,12,Marseille,20,actif
solaire,2026-01-08 11:17:22,4.59,765,Aix-en-Provence,23,actif
eolien,2026-01-08 11:17:22,0.02,15,Aix-en-Provence,21,actif
hydraulique,2026-01-08 11:17:22,4.8,12,Aix-en-Provence,21,actif
solaire,2026-01-08 11:17:22,4.55,758,Marseille,22,actif
eolien,2026-01-08 11:17:22,5.04,40,Marseille,24,actif
hydraulique,2026-01-08 11:17:22,4.8,12,Marseille,21,actif
solaire,2026-01-08 12:17:22,5.14,856,Aix-en-Provence,23,actif
eolien,2026-01-08 12:17:22,8,57,Aix-en-Provence,25,actif
hydraulique,2026-01-08 12:17:22,4.8,12,Aix-en-Provence,24,actif
solaire,2026-01-08 12:17:22,4.56,760,Marseille,23,actif
eolien,2026-01-08 12:17:22,1.73,31,Marseille,25,actif
hydraulique,2026-01-08 12:17:22,4.8,12,Marseille,23,actif
solaire,2026-01-08 13:17:22,4.9,817,Aix-en-Provence,24,actif
eolien,2026-01-08 13:17:22,8,47,Aix-en-Provence,22,actif
hydraulique,2026-01-08 13:17:22,4.8,12,Aix-en-Provence,22,actif
solaire,2026-01-08 13:17:22,4.87,812,Marseille,23,actif
eolien,2026-01-08 13:17:22,8,54,Marseille,25,actif
hydraulique,2026-01-08 13:17:22,4.8,12,Marseille,25,actif
solaire,2026-01-08 14:17:22,5.02,837,Aix-en-Provence,25,actif
eolien,2026-01-08 14:17:22,0.32,22,Aix-en-Provence,23,actif
hydraulique,2026-01-08 14:17:22,4.8,12,Aix-en-Provence,23,actif
solaire,2026-01-08 14:17:22,4.57,761,Marseille,24,actif
eolien,2026-01-08 14:17:22,1.99,32,Marseille,22,actif
hydraulique,2026-01-08 14:17:22,4.8,12,Marseille,24,actif
solaire,2026-01-08 15:17:22,4.81,802,Aix-en-Provence,23,actif
eolien,2026-01-08 15:17:22,8,52,Aix-en-Provence,26,actif
hydraulique,2026-01-08 15:17:22,4.8,12,Aix-en-Provence,25,actif
solaire,2026-01-08 15:17:22,4.22,704,Marseille,25,actif
eolien,2026-01-08 15:17:22,6.11,42,Marseille,26,actif
hydraulique,2026-01-08 15:17:22,4.8,12,Marseille,25,actif
solaire,2026-01-08 16:17:22,4.1,683,Aix-en-Provence,26,actif
eolien,2026-01-08 16:17:22,5.56,41,Aix-en-Provence,26,actif
hydraulique,2026-01-08 16:17:22,4.8,12,Aix-en-Provence,26,actif
solaire,2026-01-08 16:17:22,3.85,641,Marseille,25,actif
eolien,2026-01-08 16:17:22,0.19,20,Marseille,24,actif
hydraulique,2026-01-08 16:17:22,4.8,12,Marseille,26,actif
solaire,2026-01-08 17:17:22,2.99,499,Aix-en-Provence,26,actif
eolien,2026-01-08 17:17:22,6.11,42,Aix-en-Provence,25,actif
hydraulique,2026-01-08 17:17:22,4.8,12,Aix-en-Provence,26,actif
solaire,2026-01-08 17:17:22,2.89,482,Marseille,24,actif
eolien,2026-01-08 17:17:22,8,53,Marseille,25,actif
hydraulique,2026-01-08 17:17:22,4.8,12,Marseille,26,actif
solaire,2026-01-08 18:17:22,2.08,346,Aix-en-Provence,26,actif
eolien,2026-01-08 18:17:22,0.51,24,Aix-en-Provence,22,actif
hydraulique,2026-01-08 18:17:22,4.8,12,Aix-en-Provence,25,actif
solaire,2026-01-08 18:17:22,1.91,319,Marseille,22,actif
eolien,2026-01-08 18:17:22,1.99,32,Marseille,23,actif
hydraulique,2026-01-08 18:17:22,4.8,12,Marseille,22,actif
solaire,2026-01-08 19:17:22,1.06,177,Aix-en-Provence,23,actif
eolien,2026-01-08 19:17:22,3.28,36,Aix-en-Provence,25,actif
hydraulique,2026-01-08 19:17:22,4.8,12,Aix-en-Provence,23,actif
solaire,2026-01-08 19:17:22,1.18,196,Marseille,26,actif
eolien,2026-01-08 19:17:22,0.01,13,Marseille,22,actif
hydraulique,2026-01-08 19:17:22,4.8,12,Marseille,23,actif
solaire,2026-01-08 20:17:22,0,0,Aix-en-Provence,25,actif
eolien,2026-01-08 20:17:22,8,56,Aix-en-Provence,24,actif
hydraulique,2026-01-08 20:17:22,4.8,12,Aix-en-Provence,23,actif
solaire,2026-01-08 20:17:22,0,0,Marseille,25,actif
eolien,2026-01-08 20:17:22,0.01,14,Marseille,23,actif
hydraulique,2026-01-08 20:17:22,4.8,12,Marseille,23,actif
solaire,2026-01-08 21:17:22,0,0,Aix-en-Provence,21,actif
eolien,2026-01-08 21:17:22,1.28,29,Aix-en-Provence,22,actif
hydraulique,2026-01-08 21:17:22,4.8,12,Aix-en-Provence,24,actif
solaire,2026-01-08 21:17:22,0,0,Marseille,22,actif
eolien,2026-01-08 21:17:22,0.0,12,Marseille,23,actif
hydraulique,2026-01-08 21:17:22,4.8,12,Marseille,24,actif
